@relation Concrete_Data-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Cement numeric
@attribute 'Blast Furnace Slag ' numeric
@attribute 'Fly Ash ' numeric
@attribute 'Water  ' numeric
@attribute 'Superplasticizer ' numeric
@attribute 'Coarse Aggregate  ' numeric
@attribute 'Fine Aggregate ' numeric
@attribute 'Age ' numeric
@attribute 'Concrete compressive strength' numeric

@data
0.684475,0.263495,0,0.204473,0.354037,0.423837,0.647516,0.247253,0.911549
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.247253,0.958889
0.633562,0.420701,0,0.25639,0.493789,0.968895,0.027597,0.247253,0.674847
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.247253,0.958889
0.420776,0.558987,0,0.182907,0.347826,0.59186,0.526091,0.247253,0.927744
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.247253,0.958889
0.769406,0.492487,0,0.51278,0.34472,0.243895,0.28575,0.247253,0.884141
0.657306,0.525876,0,0.192492,0.68323,0.417733,0.405921,0.247253,1
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.247253,0.958889
0.538584,0.525876,0,0.424121,0.295031,0.417733,0.405921,0.247253,0.815622
0.274886,0,0.483258,0.539137,0.139752,0.482849,0.693176,0.005495,0.115236
0.274886,0,0.483258,0.539137,0.139752,0.482849,0.693176,0.035714,0.27557
0.274886,0,0.483258,0.539137,0.139752,0.482849,0.693176,0.074176,0.281051
0.274886,0,0.483258,0.539137,0.139752,0.482849,0.693176,0.151099,0.33786
0.274886,0,0.483258,0.539137,0.139752,0.482849,0.693176,0.271978,0.478136
0.300913,0,0.472764,0.607827,0.142857,0.424419,0.647767,0.005495,0.100287
0.300913,0,0.472764,0.607827,0.142857,0.424419,0.647767,0.035714,0.246792
0.300913,0,0.472764,0.607827,0.142857,0.424419,0.647767,0.074176,0.255513
0.300913,0,0.472764,0.607827,0.142857,0.424419,0.647767,0.151099,0.31556
0.300913,0,0.472764,0.607827,0.142857,0.424419,0.647767,0.271978,0.40152
0.211644,0,0.502249,0.34984,0.232919,0.597093,0.782489,0.005495,0.126074
0.211644,0,0.502249,0.34984,0.232919,0.597093,0.782489,0.035714,0.282297
0.211644,0,0.502249,0.34984,0.232919,0.597093,0.782489,0.074176,0.291392
0.211644,0,0.502249,0.34984,0.232919,0.597093,0.782489,0.151099,0.394045
0.211644,0,0.502249,0.34984,0.232919,0.597093,0.782489,0.271978,0.436153
0.202511,0,0.626687,0.321885,0.242236,0.840116,0.526844,0.005495,0.158341
0.202511,0,0.626687,0.321885,0.242236,0.840116,0.526844,0.035714,0.233337
0.202511,0,0.626687,0.321885,0.242236,0.840116,0.526844,0.074176,0.299863
0.202511,0,0.626687,0.321885,0.242236,0.840116,0.526844,0.151099,0.411237
0.202511,0,0.626687,0.321885,0.242236,0.840116,0.526844,0.271978,0.476392
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.005495,0.126324
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.035714,0.231593
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.074176,0.281176
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.151099,0.397035
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.271978,0.464433
0.292237,0,0.591204,0.588658,0.142857,0.663953,0.412945,0.005495,0.095926
0.292237,0,0.591204,0.588658,0.142857,0.663953,0.412945,0.035714,0.221129
0.292237,0,0.591204,0.588658,0.142857,0.663953,0.412945,0.074176,0.275944
0.292237,0,0.591204,0.588658,0.142857,0.663953,0.412945,0.151099,0.363897
0.292237,0,0.591204,0.588658,0.142857,0.663953,0.412945,0.271978,0.411237
0.201598,0,0.625687,0.320288,0.307453,0.834593,0.523332,0.005495,0.088701
0.201598,0,0.625687,0.320288,0.307453,0.834593,0.523332,0.035714,0.254018
0.201598,0,0.625687,0.320288,0.307453,0.834593,0.523332,0.074176,0.325651
0.201598,0,0.625687,0.320288,0.307453,0.834593,0.523332,0.151099,0.451352
0.201598,0,0.625687,0.320288,0.307453,0.834593,0.523332,0.271978,0.47415
0.146347,0,0.816092,0.436901,0.139752,0.748837,0.466884,0.005495,0.105021
0.146347,0,0.816092,0.436901,0.139752,0.748837,0.466884,0.035714,0.288402
0.146347,0,0.816092,0.436901,0.139752,0.748837,0.466884,0.074176,0.239317
0.146347,0,0.816092,0.436901,0.139752,0.748837,0.466884,0.151099,0.327644
0.146347,0,0.816092,0.436901,0.139752,0.748837,0.466884,0.271978,0.388813
0.150685,0.11714,0.818591,0,0.177019,0.749128,0.466884,0.005495,0.067522
0.150685,0.11714,0.818591,0,0.177019,0.749128,0.466884,0.035714,0.192974
0.150685,0.11714,0.818591,0,0.177019,0.749128,0.466884,0.074176,0.272954
0.150685,0.11714,0.818591,0,0.177019,0.749128,0.466884,0.151099,0.380217
0.150685,0.11714,0.818591,0,0.177019,0.749128,0.466884,0.271978,0.459699
0.255023,0.272955,0.122439,0.478435,0.214286,0.769767,0.480181,0.005495,0.195216
0.255023,0.272955,0.122439,0.478435,0.214286,0.769767,0.480181,0.035714,0.34957
0.255023,0.272955,0.122439,0.478435,0.214286,0.769767,0.480181,0.074176,0.540426
0.255023,0.272955,0.122439,0.478435,0.214286,0.769767,0.480181,0.151099,0.603463
0.255023,0.272955,0.122439,0.478435,0.214286,0.769767,0.480181,0.271978,0.642457
0.255251,0.272955,0.122439,0.478435,0.208075,0.770349,0.480432,0.005495,0.135169
0.255251,0.272955,0.122439,0.478435,0.208075,0.770349,0.480432,0.035714,0.193223
0.255251,0.272955,0.122439,0.478435,0.208075,0.770349,0.480432,0.074176,0.472156
0.255251,0.272955,0.122439,0.478435,0.208075,0.770349,0.480432,0.151099,0.558116
0.255251,0.272955,0.122439,0.478435,0.208075,0.770349,0.480432,0.271978,0.593497
0.291553,0,0.590705,0.586262,0.189441,0.660174,0.410437,0.005495,0.137411
0.291553,0,0.590705,0.586262,0.189441,0.660174,0.410437,0.035714,0.249035
0.291553,0,0.590705,0.586262,0.189441,0.660174,0.410437,0.074176,0.276691
0.291553,0,0.590705,0.586262,0.189441,0.660174,0.410437,0.151099,0.36153
0.291553,0,0.590705,0.586262,0.189441,0.660174,0.410437,0.271978,0.480005
0.310731,0,0.470265,0.518371,0.217391,0.432849,0.634722,0.005495,0.21926
0.310731,0,0.470265,0.518371,0.217391,0.432849,0.634722,0.035714,0.291018
0.310731,0,0.470265,0.518371,0.217391,0.432849,0.634722,0.074176,0.347577
0.310731,0,0.470265,0.518371,0.217391,0.432849,0.634722,0.151099,0.464183
0.310731,0,0.470265,0.518371,0.217391,0.432849,0.634722,0.271978,0.52286
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.005495,0.143142
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.035714,0.281425
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.074176,0.334994
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.151099,0.448486
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.271978,0.498567
0.252283,0,0.501749,0.299521,0.270186,0.601163,0.776719,0.005495,0.139654
0.252283,0,0.501749,0.299521,0.270186,0.601163,0.776719,0.035714,0.298742
0.252283,0,0.501749,0.299521,0.270186,0.601163,0.776719,0.074176,0.365143
0.252283,0,0.501749,0.299521,0.270186,0.601163,0.776719,0.151099,0.501059
0.252283,0,0.501749,0.299521,0.270186,0.601163,0.776719,0.271978,0.505668
0.252511,0,0.501749,0.300319,0.322981,0.589535,0.77722,0.005495,0.137037
0.252511,0,0.501749,0.300319,0.322981,0.589535,0.77722,0.035714,0.287031
0.252511,0,0.501749,0.300319,0.322981,0.589535,0.77722,0.074176,0.4369
0.252511,0,0.501749,0.300319,0.322981,0.589535,0.77722,0.151099,0.524106
0.252511,0,0.501749,0.300319,0.322981,0.589535,0.77722,0.271978,0.565716
0.251142,0,0.623688,0.297125,0.242236,0.826744,0.515554,0.005495,0.214152
0.251142,0,0.623688,0.297125,0.242236,0.826744,0.515554,0.035714,0.36153
0.251142,0,0.623688,0.297125,0.242236,0.826744,0.515554,0.074176,0.450604
0.251142,0,0.623688,0.297125,0.242236,0.826744,0.515554,0.151099,0.532578
0.251142,0,0.623688,0.297125,0.242236,0.826744,0.515554,0.271978,0.566712
0.296347,0,0.607696,0.416933,0.208075,0.742442,0.46287,0.005495,0.163324
0.296347,0,0.607696,0.416933,0.208075,0.742442,0.46287,0.035714,0.304472
0.296347,0,0.607696,0.416933,0.208075,0.742442,0.46287,0.074176,0.39118
0.296347,0,0.607696,0.416933,0.208075,0.742442,0.46287,0.151099,0.502928
0.296347,0,0.607696,0.416933,0.208075,0.742442,0.46287,0.271978,0.542046
0.341096,0,0.591204,0.532748,0.180124,0.661047,0.410687,0.005495,0.185499
0.341096,0,0.591204,0.532748,0.180124,0.661047,0.410687,0.035714,0.34384
0.341096,0,0.591204,0.532748,0.180124,0.661047,0.410687,0.074176,0.340351
0.341096,0,0.591204,0.532748,0.180124,0.661047,0.410687,0.151099,0.431544
0.341096,0,0.591204,0.532748,0.180124,0.661047,0.410687,0.271978,0.513891
0.341096,0,0.591204,0.532748,0.198758,0.661047,0.410687,0.005495,0.134421
0.341096,0,0.591204,0.532748,0.198758,0.661047,0.410687,0.035714,0.275321
0.341096,0,0.591204,0.532748,0.198758,0.661047,0.410687,0.074176,0.37785
0.341096,0,0.591204,0.532748,0.198758,0.661047,0.410687,0.151099,0.427432
0.341096,0,0.591204,0.532748,0.198758,0.661047,0.410687,0.271978,0.521739
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.005495,0.14065
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.035714,0.240065
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.074176,0.31693
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.151099,0.414102
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.271978,0.53619
0.182648,0.125765,0.609695,0.386581,0.254658,0.751163,0.468389,0.005495,0.062165
0.182648,0.125765,0.609695,0.386581,0.254658,0.751163,0.468389,0.035714,0.238819
0.182648,0.125765,0.609695,0.386581,0.254658,0.751163,0.468389,0.074176,0.360533
0.182648,0.125765,0.609695,0.386581,0.254658,0.751163,0.468389,0.151099,0.512894
0.182648,0.125765,0.609695,0.386581,0.254658,0.751163,0.468389,0.271978,0.577302
0.15274,0.117418,0.621189,0.291534,0.335404,0.813372,0.507275,0.005495,0.063162
0.15274,0.117418,0.621189,0.291534,0.335404,0.813372,0.507275,0.035714,0.263859
0.15274,0.117418,0.621189,0.291534,0.335404,0.813372,0.507275,0.074176,0.358665
0.15274,0.117418,0.621189,0.291534,0.335404,0.813372,0.507275,0.151099,0.458702
0.15274,0.117418,0.621189,0.291534,0.335404,0.813372,0.507275,0.271978,0.570823
0.430137,0,0.48076,0.369808,0.291925,0.465698,0.67988,0.005495,0.251277
0.430137,0,0.48076,0.369808,0.291925,0.465698,0.67988,0.035714,0.40289
0.430137,0,0.48076,0.369808,0.291925,0.465698,0.67988,0.074176,0.403762
0.430137,0,0.48076,0.369808,0.291925,0.465698,0.67988,0.151099,0.532578
0.430137,0,0.48076,0.369808,0.291925,0.465698,0.67988,0.271978,0.581039
0.399772,0,0.486757,0.309904,0.36646,0.502616,0.706473,0.005495,0.25925
0.399772,0,0.486757,0.309904,0.36646,0.502616,0.706473,0.035714,0.492837
0.399772,0,0.486757,0.309904,0.36646,0.502616,0.706473,0.074176,0.572443
0.399772,0,0.486757,0.309904,0.36646,0.502616,0.706473,0.151099,0.606827
0.399772,0,0.486757,0.309904,0.36646,0.502616,0.706473,0.271978,0.664134
0.442237,0,0.477761,0.396965,0.276398,0.447965,0.665329,0.005495,0.256883
0.442237,0,0.477761,0.396965,0.276398,0.447965,0.665329,0.035714,0.409867
0.442237,0,0.477761,0.396965,0.276398,0.447965,0.665329,0.074176,0.468544
0.442237,0,0.477761,0.396965,0.276398,0.447965,0.665329,0.151099,0.577925
0.442237,0,0.477761,0.396965,0.276398,0.447965,0.665329,0.271978,0.619285
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.005495,0.232839
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.035714,0.38657
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.074176,0.393796
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.151099,0.520867
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.271978,0.53619
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.005495,0.162327
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.035714,0.328267
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.074176,0.355301
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.151099,0.494581
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.271978,0.607076
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.005495,0.242307
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.035714,0.49782
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.074176,0.601345
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.151099,0.666501
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.271978,0.730285
0.330594,0,0.625187,0.171725,0.372671,0.830814,0.519067,0.005495,0.263984
0.330594,0,0.625187,0.171725,0.372671,0.830814,0.519067,0.035714,0.496948
0.330594,0,0.625187,0.171725,0.372671,0.830814,0.519067,0.074176,0.625016
